name,country,status,match_title,score,image
1488 (Tullibardine),Reino Unido,found,existing,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/B._Leyendecker_-_Elector_Johann_Cicero_before_Stendal_during_the_local_uprising_against_beer_tax%2C_1488.jpg/500px-B._Leyendecker_-_Elector_Johann_Cicero_before_Stendal_during_the_local_uprising_against_beer_tax%2C_1488.jpg
1698 (Shepherd Neame),Reino Unido,found,existing,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Colinton_%28AU%29%2C_Bir-Zebbug_--_2019_--_1698.jpg/500px-Colinton_%28AU%29%2C_Bir-Zebbug_--_2019_--_1698.jpg
Abbaye des Rocs,Bélgica,found,File:Brasserie de l'Abbaye des Rocs.jpg,175.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Brasserie_de_l%27Abbaye_des_Rocs.jpg/500px-Brasserie_de_l%27Abbaye_des_Rocs.jpg
Abbaye du Mont St. Aubert,Bélgica,fallback,,,
Abbaye St. Landelin,Francia,fallback,,,
Abbot Ale,Reino Unido,found,File:Abbot Ale.JPG,184.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Abbot_Ale.JPG/500px-Abbot_Ale.JPG
Achel Dubble,Bélgica,fallback,File:Achel beer.jpg,129.0,
Achel Triple,Bélgica,fallback,File:Achel beer.jpg,129.0,
Adelscott,Francia,found,File:Adelscott beer FR.JPG,184.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Adelscott_beer_FR.JPG/500px-Adelscott_beer_FR.JPG
Agua Bendita,Canadá,fallback,,,
Ale Hardy,Canadá,found,File:Thomas Hardy's Ale 001.jpg,129.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Thomas_Hardy%27s_Ale_001.jpg/500px-Thomas_Hardy%27s_Ale_001.jpg
Alhambra (Reserva 1925),España,found,File:Cerveza-alhambra-reserva-1925.jpg,184.0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Cerveza-alhambra-reserva-1925.jpg/500px-Cerveza-alhambra-reserva-1925.jpg
Alhambra Especial,España,fallback,File:Cerveza Alhambra.jpg,129.0,
Altenmunster,Alemania,found,File:Altenmünster Brauer Bier Hopfig Herb.jpg,184.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Altenm%C3%BCnster_Brauer_Bier_Hopfig_Herb.jpg/500px-Altenm%C3%BCnster_Brauer_Bier_Hopfig_Herb.jpg
Altura de Vuelo,España,fallback,,,
Anchor Liberty Ale,Estados Unidos,fallback,,,
Anchor Porter,Estados Unidos,fallback,"File:Beer, the Anchor Inn - geograph.org.uk - 2261390.jpg",129.0,
Anchor Steam,Estados Unidos,found,File:Anchor Steam Beer flag.JPG,184.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Anchor_Steam_Beer_flag.JPG/500px-Anchor_Steam_Beer_flag.JPG
Andechs Bergbock Hell,Alemania,found,File:Andechs Bergbock Hell Starkbier.JPG,175.0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Andechs_Bergbock_Hell_Starkbier.JPG/500px-Andechs_Bergbock_Hell_Starkbier.JPG
Andechs Doppel Bock,Alemania,found,File:Andechs Doppelbock dunkel.JPG,167.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Andechs_Doppelbock_dunkel.JPG/500px-Andechs_Doppelbock_dunkel.JPG
Andechs Special Hell,Alemania,fallback,,,
Andechs Weissbier,Alemania,found,File:Kloster Andechs Weissbier Hell.jpg,175.0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Kloster_Andechs_Weissbier_Hell.jpg/500px-Kloster_Andechs_Weissbier_Hell.jpg
Anderson Valley Barney Flast Oatmeal Stout,Estados Unidos,fallback,File:Anderson Valley Brewing Company - Beer.jpg,85.8,
Anderson Valley Boont Amber Ale,Estados Unidos,fallback,File:Anderson Valley Brewing Company - Beer.jpg,105.0,
Anderson Valley Hop Ottin India Pale Ale,Estados Unidos,fallback,File:Anderson Valley Brewing Company - Beer.jpg,93.0,
Asahi,Japón,found,File:Jingisukan at Asahi Beer Community Hall.jpg,184.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Jingisukan_at_Asahi_Beer_Community_Hall.jpg/500px-Jingisukan_at_Asahi_Beer_Community_Hall.jpg
Augustijn,Bélgica,found,File:Augustijn.jpg,175.0,https://upload.wikimedia.org/wikipedia/commons/4/4b/Augustijn.jpg
Augustijn Grand Cru,Bélgica,fallback,,,
Augustinerbräu,Alemania,found,File:Munchen Augustinerbrau.jpg,175.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Munchen_Augustinerbrau.jpg/500px-Munchen_Augustinerbrau.jpg
Aventinus Weizen Eisbock,Alemania,found,File:Aventinus Weizen-Eisbock.jpg,175.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Aventinus_Weizen-Eisbock.jpg/500px-Aventinus_Weizen-Eisbock.jpg
Barbár,Bélgica,found,File:Bière Barbar.JPG,224.0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Bi%C3%A8re_Barbar.JPG/500px-Bi%C3%A8re_Barbar.JPG
Barbár Winter Bock,Bélgica,fallback,,,
Batemans Triple XB,Reino Unido,fallback,,,
Bavaria Weissbier,Alemania,fallback,,,
Bavik,Bélgica,found,File:Bavik Pils logo.svg,184.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Bavik_Pils_logo.svg/500px-Bavik_Pils_logo.svg.png
Beck's,Alemania,found,File:Cap of Anheuser-Busch InBv Deutschland - Beck's Red Ale.jpg,184.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Cap_of_Anheuser-Busch_InBv_Deutschland_-_Beck%27s_Red_Ale.jpg/330px-Cap_of_Anheuser-Busch_InBv_Deutschland_-_Beck%27s_Red_Ale.jpg
Belhaven St. Andrews,Reino Unido,fallback,,,
Belhaven We Heavy,Reino Unido,fallback,,,
Belle Vue Framboise  (Frambuesa),Bélgica,fallback,File:Verre à bière Belle-vue Gueuse.jpg,93.0,
Belle Vue Kriek (Cereza),Bélgica,found,File:Belle-Vue Kriekbier (375ml).JPG,131.0,https://upload.wikimedia.org/wikipedia/commons/c/c3/Belle-Vue_Kriekbier_%28375ml%29.JPG
Belli Bock,Alemania,fallback,,,
Belzebuth,Francia,fallback,,,
Bernard Special Dark,República Checa,fallback,File:Bernard jantarový ležák (Beer- czech republic).jpg,129.0,
Biere du Desert,Francia,fallback,File:Into the (Food) Desert- Day 6 - beer bread made from convenience store purchases.jpg,129.0,
Bishops Finger,Reino Unido,found,File:Bishops Finger.JPG,175.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Bishops_Finger.JPG/500px-Bishops_Finger.JPG
Bitter XX,Bélgica,fallback,File:Ale Bitter.jpg,129.0,
Blanche de Bruges,Bélgica,fallback,,,
Blanche de Namur,Bélgica,found,existing,,https://commons.wikimedia.org/wiki/Special:FilePath/Blanche%20de%20Namur.JPG
Blanche du Hainaut (Biologique),Bélgica,fallback,,,
Bocq (Christmas),Bélgica,found,File:Bocq Christmas.jpg,175.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Bocq_Christmas.jpg/500px-Bocq_Christmas.jpg
Bohemia,México,found,File:Leghorn enjoys a beer (Bohemia Obscura) after the museum.jpg,184.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Leghorn_enjoys_a_beer_%28Bohemia_Obscura%29_after_the_museum.jpg/500px-Leghorn_enjoys_a_beer_%28Bohemia_Obscura%29_after_the_museum.jpg
Bombardier,Reino Unido,found,File:Bombardier Eagle Brewery (Carlsberg Marston's Brewing Co.).jpg,184.0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Bombardier_Eagle_Brewery_%28Carlsberg_Marston%27s_Brewing_Co.%29.jpg/500px-Bombardier_Eagle_Brewery_%28Carlsberg_Marston%27s_Brewing_Co.%29.jpg
Bourgonne des Flandres,Bélgica,fallback,,,
Brahma,Brasil,found,existing,,https://commons.wikimedia.org/wiki/Special:FilePath/Logotipo%20da%20Brahma%20%282025%29.svg
Brewdog Alice Porter,Reino Unido,fallback,,,
Brewdog Hardcore India Pale Ale,Reino Unido,fallback,,,
Brewdog Punk India Pale Ale,Reino Unido,fallback,,,
Brewdog Tokyo Stout,Reino Unido,fallback,,,
Brigand,Bélgica,found,File:Brigand Bier 1.JPG,184.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Brigand_Bier_1.JPG/500px-Brigand_Bier_1.JPG
Brinkhoff's,Alemania,found,File:Brauerei Brinkhoff GmbH - Brinkhoff's No1.jpg,175.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Brauerei_Brinkhoff_GmbH_-_Brinkhoff%27s_No1.jpg/500px-Brauerei_Brinkhoff_GmbH_-_Brinkhoff%27s_No1.jpg
Brooklyn Brown Ale,Estados Unidos,found,existing,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Brooklyn_Penant_Ale_55_%286307519558%29.jpg/500px-Brooklyn_Penant_Ale_55_%286307519558%29.jpg
Brooklyn East India Pale Ale,Estados Unidos,found,File:Brooklyn East India Pale Ale.jpg,184.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Brooklyn_East_India_Pale_Ale.jpg/500px-Brooklyn_East_India_Pale_Ale.jpg
Brooklyn lager,Estados Unidos,found,File:Man drinking Brooklyn Lager.jpg,184.0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Man_drinking_Brooklyn_Lager.jpg/500px-Man_drinking_Brooklyn_Lager.jpg
Bruegel,Bélgica,found,File:Verre à bière Caves Bruegel Gueuze.jpg,184.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Verre_%C3%A0_bi%C3%A8re_Caves_Bruegel_Gueuze.jpg/500px-Verre_%C3%A0_bi%C3%A8re_Caves_Bruegel_Gueuze.jpg
Brugge Blanche,Bélgica,fallback,,,
Brugse Triple,Bélgica,fallback,File:Brugse zot bier.jpg,129.0,
Brugse Zot Blonde,Bélgica,fallback,File:Brugse zot bier.jpg,129.0,
Brugse Zot Dubble,Bélgica,fallback,File:Brugse zot bier.jpg,129.0,
Bucanero,Bélgica,found,File:Bucanero lata y copa.jpg,167.0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Bucanero_lata_y_copa.jpg/500px-Bucanero_lata_y_copa.jpg
Budejovicky,República Checa,found,"File:Budějovický Buvar, n. p. - Pardal - Czech Imported Lager.jpg",184.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Bud%C4%9Bjovick%C3%BD_Buvar%2C_n._p._-_Pardal_-_Czech_Imported_Lager.jpg/500px-Bud%C4%9Bjovick%C3%BD_Buvar%2C_n._p._-_Pardal_-_Czech_Imported_Lager.jpg
Budweiser,Estados Unidos,found,existing,,https://commons.wikimedia.org/wiki/Special:FilePath/StLouisABPackaging%20Plant.JPG
Búfalo,Bélgica,fallback,,,
Bush Beer (Scaldis),Bélgica,found,File:Bush beer.jpg,148.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Bush_beer.jpg/500px-Bush_beer.jpg
Bush Beer Noël,Bélgica,fallback,File:Bush beer.jpg,93.0,
Cannabia,Alemania,found,"File:Cannabia Bier Flasche 0,33 L.gif",184.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Cannabia_Bier_Flasche_0%2C33_L.gif/500px-Cannabia_Bier_Flasche_0%2C33_L.gif
Cannabis Club,Alemania,fallback,,,
Cannabis Power,Alemania,fallback,,,
Cantillon Grand Cru,Bélgica,found,File:Cantillon Grand Cru Bruocsella 2007 (5738978027).jpg,175.0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Cantillon_Grand_Cru_Bruocsella_2007_%285738978027%29.jpg/500px-Cantillon_Grand_Cru_Bruocsella_2007_%285738978027%29.jpg
Carling,Reino Unido,found,"File:Pair of Vintage Carling Black Label Miniature Beer Can Cigarette Lighters, Made in Japan, ""The Best Beers in the World are from Carling"" (-88 & -89) (9276801779).jpg",184.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Pair_of_Vintage_Carling_Black_Label_Miniature_Beer_Can_Cigarette_Lighters%2C_Made_in_Japan%2C_%22The_Best_Beers_in_the_World_are_from_Carling%22_%28-88_%26_-89%29_%289276801779%29.jpg/500px-thumbnail.jpg
Carlos V  (Blonde),Bélgica,fallback,,,
Carlos V  (Brune),Bélgica,fallback,,,
Carlsberg,Dinamarca,found,File:Carlsberg Deutschland GmbH - Carlsberg Premium Lager Beer.jpg,184.0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Carlsberg_Deutschland_GmbH_-_Carlsberg_Premium_Lager_Beer.jpg/500px-Carlsberg_Deutschland_GmbH_-_Carlsberg_Premium_Lager_Beer.jpg
Carolus Ambrio,Bélgica,found,File:Gouden Carolus Ambrio 33cl bottle glass.jpg,184.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Gouden_Carolus_Ambrio_33cl_bottle_glass.jpg/500px-Gouden_Carolus_Ambrio_33cl_bottle_glass.jpg
Carolus Clasic,Bélgica,fallback,,,
Carolus Noël,Bélgica,fallback,,,
Carolus Triple,Bélgica,found,File:Gouden Carolus Tripel.JPG,129.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Gouden_Carolus_Tripel.JPG/500px-Gouden_Carolus_Tripel.JPG
Carta Blanca,México,found,File:Cartel publicitario de la cerveza Carta Blanca.jpg,184.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Cartel_publicitario_de_la_cerveza_Carta_Blanca.jpg/500px-Cartel_publicitario_de_la_cerveza_Carta_Blanca.jpg
Casablanca,Marruecos,found,File:2013.Casablanca.beer.jpg,184.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/2013.Casablanca.beer.jpg/500px-2013.Casablanca.beer.jpg
Ch´ti Blonde,Francia,fallback,,,
Champion Ale 1849,Reino Unido,fallback,,,
Chapeau Exotic (Piña),Bélgica,fallback,,,
Chapeau Faro,Bélgica,fallback,,,
